Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Total_Amount,Discount_Amount,Final_Amount,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Day_Name,Is_Weekend,Delivery_Days,High_Value_Order,Quantity_Category
ORD1056,2025-05-29,Neha,neha98@gmail.com,9481676392.0,Pune,Maharashtra,Chair,Furniture,2.0,9999.0,15.0,Cod,Cancelled,,19998.0,2999.7,16998.3,2025,5,May,29,Thursday,False,,True,Low
ORD1057,2025-02-03,Rohit,rohit66@gmail.com,9358211659.0,Bengaluru,Karnataka,Chair,Furniture,5.0,1499.0,0.0,Wallet,Pending,,7495.0,0.0,7495.0,2025,2,February,3,Monday,False,,True,High
ORD1058,2025-02-12,Sneha,sneha17@gmail.com,9581041302.0,Jaipur,Rajasthan,Chair,Furniture,2.0,2599.0,15.0,Card,Cancelled,,5198.0,779.7,4418.3,2025,2,February,12,Wednesday,False,,False,Low
ORD1059,2025-05-07,Vikas,vikas8@gmail.com,9966346542.0,Pune,Maharashtra,Mouse,Electronics,5.0,999.0,0.0,Netbanking,Delivered,,4995.0,0.0,4995.0,2025,5,May,7,Wednesday,False,,False,High
ORD1060,2025-04-09,Rohit,rohit64@gmail.com,9848493769.0,Delhi,Delhi,Laptop,Electronics,5.0,999.0,0.0,Cod,Returned,,4995.0,0.0,4995.0,2025,4,April,9,Wednesday,False,,False,High
ORD1061,2025-06-01,Vikas,vikas12@gmail.com,9714988193.0,Jaipur,Rajasthan,Shoes,Fashion,5.0,499.0,10.0,Upi,Cancelled,,2495.0,249.5,2245.5,2025,6,June,1,Sunday,True,,False,High
ORD1062,2025-06-29,Amit,amit18gmail.com,9177835684.0,Pune,Maharashtra,Watch,Fashion,1.0,499.0,20.0,Upi,Delivered,2025-07-07,499.0,99.8,399.2,2025,6,June,29,Sunday,True,8.0,False,Low
ORD1064,2025-06-28,Rohit,rohit44@gmail.com,9745435168.0,Lucknow,Up,Bottle,Home,1.0,1999.0,5.0,Netbanking,Cancelled,,1999.0,99.95,1899.05,2025,6,June,28,Saturday,True,,False,Low
ORD1065,2025-04-27,Sneha,sneha92@gmail.com,9231780669.0,Mumbai,Maharashtra,Shoes,Fashion,3.0,1499.0,10.0,Netbanking,Pending,,4497.0,449.7,4047.3,2025,4,April,27,Sunday,True,,False,Medium
ORD1066,2025-05-05,Neha,neha26@gmail.com,Unknown,Mumbai,Maharashtra,Watch,Fashion,5.0,2599.0,20.0,Card,Returned,,12995.0,2599.0,10396.0,2025,5,May,5,Monday,False,,True,High
ORD1067,2025-03-10,Sneha,sneha9@gmail.com,9631416622.0,Delhi,Delhi,Shoes,Fashion,1.0,1999.0,0.0,Netbanking,Returned,,1999.0,0.0,1999.0,2025,3,March,10,Monday,False,,False,Low
ORD1068,2025-05-23,Neha,neha36@gmail.com,9533724406.0,Mumbai,Maharashtra,Chair,Furniture,3.0,1999.0,0.0,Wallet,Returned,,5997.0,0.0,5997.0,2025,5,May,23,Friday,False,,True,Medium
ORD1069,2025-01-20,Vikas,vikas55@gmail.com,9385463872.0,Lucknow,Up,Shoes,Fashion,1.0,4999.0,0.0,Card,Cancelled,,4999.0,0.0,4999.0,2025,1,January,20,Monday,False,,False,Low
ORD1070,2025-02-28,Sneha,sneha18@gmail.com,9191665927.0,Delhi,Delhi,Chair,Furniture,1.0,499.0,0.0,Wallet,Cancelled,,499.0,0.0,499.0,2025,2,February,28,Friday,False,,False,Low
ORD1071,2025-01-13,Priya,priya8@gmail.com,9398321309.0,Delhi,Delhi,Laptop,Electronics,4.0,999.0,15.0,Card,Returned,,3996.0,599.4,3396.6,2025,1,January,13,Monday,False,,False,Medium
ORD1074,2025-06-15,Neha,neha79@gmail.com,9851707847.0,Pune,Maharashtra,Chair,Furniture,5.0,4999.0,20.0,Card,Delivered,,24995.0,4999.0,19996.0,2025,6,June,15,Sunday,True,,True,High
ORD1075,2025-05-20,Vikas,vikas2@gmail.com,9934129735.0,Pune,Maharashtra,Mouse,Electronics,4.0,4999.0,5.0,Netbanking,Pending,,19996.0,999.8,18996.2,2025,5,May,20,Tuesday,False,,True,Medium
ORD1076,2025-06-13,Priya,priya23@gmail.com,9591634565.0,Lucknow,Up,Watch,Fashion,3.0,2599.0,20.0,Netbanking,Delivered,,7797.0,1559.4,6237.6,2025,6,June,13,Friday,False,,True,Medium
ORD1077,2025-01-24,Neha,neha85@gmail.com,9919894416.0,Mumbai,Maharashtra,Bottle,Home,2.0,499.0,0.0,Wallet,Cancelled,,998.0,0.0,998.0,2025,1,January,24,Friday,False,,False,Low
ORD1078,2025-02-01,Neha,neha42@gmail.com,9561350940.0,Lucknow,Up,Chair,Furniture,5.0,1499.0,20.0,Card,Pending,,7495.0,1499.0,5996.0,2025,2,February,1,Saturday,True,,True,High
ORD1079,2025-01-27,Priya,priya59@gmail.com,9961124731.0,Lucknow,Up,Mouse,Electronics,1.0,1999.0,15.0,Card,Returned,,1999.0,299.85,1699.15,2025,1,January,27,Monday,False,,False,Low
ORD1082,2025-06-01,Vikas,vikas84@gmail.com,9289950400.0,Pune,Maharashtra,Watch,Fashion,3.0,1999.0,5.0,Cod,Pending,,5997.0,299.85,5697.15,2025,6,June,1,Sunday,True,,True,Medium
ORD1083,2025-05-14,Priya,priya17@gmail.com,9678334449.0,Bengaluru,Karnataka,Shoes,Fashion,5.0,2599.0,15.0,Wallet,Cancelled,,12995.0,1949.25,11045.75,2025,5,May,14,Wednesday,False,,True,High
ORD1084,2025-01-28,Sneha,sneha42@gmail.com,9224233737.0,Delhi,Delhi,Mouse,Electronics,5.0,1999.0,5.0,Upi,Delivered,2025-04-02,9995.0,499.75,9495.25,2025,1,January,28,Tuesday,False,64.0,True,High
ORD1085,2025-01-02,Vikas,vikas8@gmail.com,9811000878.0,Mumbai,Maharashtra,Chair,Furniture,1.0,1999.0,15.0,Card,Returned,,1999.0,299.85,1699.15,2025,1,January,2,Thursday,False,,False,Low
ORD1086,2025-03-24,Rahul,rahul51@gmail.com,9334759931.0,Lucknow,Up,Mouse,Electronics,5.0,2599.0,5.0,Card,Delivered,,12995.0,649.75,12345.25,2025,3,March,24,Monday,False,,True,High
ORD1087,2025-04-22,Vikas,vikas58@gmail.com,9709409870.0,Bengaluru,Karnataka,Bottle,Home,5.0,2599.0,10.0,Card,Delivered,,12995.0,1299.5,11695.5,2025,4,April,22,Tuesday,False,,True,High
ORD1088,2025-05-04,Rahul,rahul31@gmail.com,Unknown,Bengaluru,Karnataka,Bottle,Home,5.0,9999.0,10.0,Card,Cancelled,,49995.0,4999.5,44995.5,2025,5,May,4,Sunday,True,,True,High
ORD1089,2025-06-16,Vikas,vikas11@gmail.com,9565018695.0,Jaipur,Rajasthan,Shoes,Fashion,3.0,4999.0,0.0,Cod,Delivered,,14997.0,0.0,14997.0,2025,6,June,16,Monday,False,,True,Medium
ORD1091,2025-03-10,Sneha,sneha83@gmail.com,9351580623.0,Bengaluru,Karnataka,Bottle,Home,3.0,4999.0,0.0,Cod,Cancelled,,14997.0,0.0,14997.0,2025,3,March,10,Monday,False,,True,Medium
ORD1092,2025-04-29,Sneha,sneha41@gmail.com,9363257894.0,Lucknow,Up,Shoes,Fashion,3.0,4999.0,0.0,Card,Returned,,14997.0,0.0,14997.0,2025,4,April,29,Tuesday,False,,True,Medium
ORD1093,2025-06-21,Priya,priya20gmail.com,9980807282.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,9999.0,0.0,Netbanking,Returned,,19998.0,0.0,19998.0,2025,6,June,21,Saturday,True,,True,Low
ORD1094,2025-05-17,Rohit,rohit4@gmail.com,9462327553.0,Delhi,Delhi,Mouse,Electronics,3.0,9999.0,0.0,Upi,Pending,,29997.0,0.0,29997.0,2025,5,May,17,Saturday,True,,True,Medium
ORD1095,2025-04-05,Rahul,rahul23@gmail.com,9141462098.0,Delhi,Delhi,Chair,Furniture,2.0,999.0,15.0,Upi,Cancelled,,1998.0,299.7,1698.3,2025,4,April,5,Saturday,True,,False,Low
ORD1096,2025-04-05,Rohit,rohit73@gmail.com,9444104993.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,1999.0,0.0,Upi,Pending,,9995.0,0.0,9995.0,2025,4,April,5,Saturday,True,,True,High
ORD1097,2025-04-01,Sneha,sneha71@gmail.com,9339643495.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,1999.0,0.0,Card,Delivered,2025-07-04,1999.0,0.0,1999.0,2025,4,April,1,Tuesday,False,94.0,False,Low
ORD1098,2025-06-01,Neha,neha42@gmail.com,9795658556.0,Mumbai,Maharashtra,Chair,Furniture,5.0,9999.0,15.0,Cod,Returned,,49995.0,7499.25,42495.75,2025,6,June,1,Sunday,True,,True,High
ORD1100,2025-03-18,Priya,priya72@gmail.com,9126426468.0,Pune,Maharashtra,Mouse,Electronics,5.0,499.0,15.0,Cod,Pending,,2495.0,374.25,2120.75,2025,3,March,18,Tuesday,False,,False,High
ORD1101,2025-01-11,Neha,neha11@gmail.com,9496797675.0,Mumbai,Maharashtra,Chair,Furniture,3.0,499.0,20.0,Upi,Pending,,1497.0,299.4,1197.6,2025,1,January,11,Saturday,True,,False,Medium
ORD1102,2025-01-07,Sneha,sneha37@gmail.com,9507523995.0,Mumbai,Maharashtra,Chair,Furniture,5.0,2599.0,5.0,Cod,Pending,,12995.0,649.75,12345.25,2025,1,January,7,Tuesday,False,,True,High
ORD1103,2025-01-26,Rohit,rohit37@gmail.com,9792751135.0,Pune,Maharashtra,Mouse,Electronics,2.0,999.0,20.0,Wallet,Cancelled,,1998.0,399.6,1598.4,2025,1,January,26,Sunday,True,,False,Low
ORD1104,2025-06-09,Vikas,vikas78@gmail.com,9921698580.0,Jaipur,Rajasthan,Shoes,Fashion,3.0,1999.0,20.0,Cod,Cancelled,,5997.0,1199.4,4797.6,2025,6,June,9,Monday,False,,False,Medium
ORD1105,2025-04-16,Sneha,sneha29@gmail.com,9130855060.0,Lucknow,Up,Laptop,Electronics,4.0,9999.0,0.0,Cod,Cancelled,,39996.0,0.0,39996.0,2025,4,April,16,Wednesday,False,,True,Medium
ORD1106,2025-05-23,Rohit,rohit23@gmail.com,9223201376.0,Mumbai,Maharashtra,Bottle,Home,3.0,2599.0,15.0,Wallet,Delivered,,7797.0,1169.55,6627.45,2025,5,May,23,Friday,False,,True,Medium
ORD1107,2025-01-25,Priya,priya18@gmail.com,9857341843.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1999.0,0.0,Wallet,Returned,,5997.0,0.0,5997.0,2025,1,January,25,Saturday,True,,True,Medium
ORD1109,2025-05-09,Priya,priya47@gmail.com,9771632294.0,Jaipur,Rajasthan,Chair,Furniture,2.0,9999.0,0.0,Wallet,Returned,,19998.0,0.0,19998.0,2025,5,May,9,Friday,False,,True,Low
ORD1110,2025-05-16,Sneha,sneha32@gmail.com,Unknown,Lucknow,Up,Bottle,Home,2.0,999.0,0.0,Netbanking,Returned,,1998.0,0.0,1998.0,2025,5,May,16,Friday,False,,False,Low
ORD1111,2025-04-09,Rohit,rohit76@gmail.com,9978213662.0,Pune,Maharashtra,Shoes,Fashion,1.0,2599.0,15.0,Netbanking,Returned,,2599.0,389.85,2209.15,2025,4,April,9,Wednesday,False,,False,Low
ORD1112,2025-05-31,Rohit,rohit23@gmail.com,9476674723.0,Bengaluru,Karnataka,Bottle,Home,4.0,2599.0,15.0,Upi,Delivered,,10396.0,1559.4,8836.6,2025,5,May,31,Saturday,True,,True,Medium
ORD1113,2025-02-10,Amit,amit39@gmail.com,9125790157.0,Lucknow,Up,Laptop,Electronics,4.0,499.0,0.0,Netbanking,Cancelled,,1996.0,0.0,1996.0,2025,2,February,10,Monday,False,,False,Medium
ORD1114,2025-06-23,Rahul,rahul27@gmail.com,9963695338.0,Jaipur,Rajasthan,Chair,Furniture,5.0,999.0,10.0,Wallet,Returned,,4995.0,499.5,4495.5,2025,6,June,23,Monday,False,,False,High
ORD1115,2025-05-25,Rahul,rahul17@gmail.com,9306692646.0,Delhi,Delhi,Shoes,Fashion,2.0,2599.0,10.0,Cod,Cancelled,,5198.0,519.8,4678.2,2025,5,May,25,Sunday,True,,False,Low
ORD1116,2025-01-16,Neha,neha74@gmail.com,9328163443.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,0.0,Netbanking,Pending,,5996.0,0.0,5996.0,2025,1,January,16,Thursday,False,,True,Medium
ORD1118,2025-01-04,Amit,amit84@gmail.com,9723634829.0,Jaipur,Rajasthan,Mouse,Electronics,3.0,9999.0,10.0,Cod,Cancelled,,29997.0,2999.7,26997.3,2025,1,January,4,Saturday,True,,True,Medium
ORD1119,2025-02-12,Rohit,rohit97@gmail.com,9739414080.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,1999.0,0.0,Upi,Cancelled,,9995.0,0.0,9995.0,2025,2,February,12,Wednesday,False,,True,High
ORD1121,2025-05-20,Vikas,vikas22@gmail.com,9870762927.0,Pune,Maharashtra,Mouse,Electronics,1.0,4999.0,10.0,Netbanking,Cancelled,,4999.0,499.9,4499.1,2025,5,May,20,Tuesday,False,,False,Low
ORD1122,2025-01-22,Neha,neha63@gmail.com,9156805257.0,Delhi,Delhi,Shoes,Fashion,3.0,1999.0,15.0,Wallet,Pending,,5997.0,899.55,5097.45,2025,1,January,22,Wednesday,False,,True,Medium
ORD1123,2025-04-30,Rohit,rohit35@gmail.com,9130062131.0,Mumbai,Maharashtra,Watch,Fashion,1.0,2599.0,10.0,Netbanking,Cancelled,,2599.0,259.9,2339.1,2025,4,April,30,Wednesday,False,,False,Low
ORD1124,2025-03-20,Rahul,rahul45gmail.com,9927031899.0,Jaipur,Rajasthan,Shoes,Fashion,3.0,999.0,20.0,Card,Pending,,2997.0,599.4,2397.6,2025,3,March,20,Thursday,False,,False,Medium
ORD1125,2025-01-09,Priya,priya18@gmail.com,9501386326.0,Lucknow,Up,Bottle,Home,1.0,1999.0,15.0,Wallet,Returned,,1999.0,299.85,1699.15,2025,1,January,9,Thursday,False,,False,Low
ORD1127,2025-01-01,Rahul,rahul90@gmail.com,9327541358.0,Delhi,Delhi,Watch,Fashion,4.0,999.0,0.0,Cod,Returned,,3996.0,0.0,3996.0,2025,1,January,1,Wednesday,False,,False,Medium
ORD1128,2025-02-21,Vikas,vikas76@gmail.com,9363445434.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,15.0,Wallet,Returned,,5996.0,899.4,5096.6,2025,2,February,21,Friday,False,,True,Medium
ORD1129,2025-01-27,Amit,amit9@gmail.com,9325119847.0,Lucknow,Up,Shoes,Fashion,3.0,1999.0,0.0,Upi,Delivered,,5997.0,0.0,5997.0,2025,1,January,27,Monday,False,,True,Medium
ORD1130,2025-01-13,Priya,priya44@gmail.com,9916562666.0,Delhi,Delhi,Bottle,Home,2.0,1999.0,5.0,Card,Cancelled,,3998.0,199.9,3798.1,2025,1,January,13,Monday,False,,False,Low
ORD1131,2025-05-31,Sneha,sneha26@gmail.com,9292626295.0,Lucknow,Up,Bottle,Home,3.0,999.0,10.0,Upi,Returned,,2997.0,299.7,2697.3,2025,5,May,31,Saturday,True,,False,Medium
ORD1132,2025-03-29,Amit,amit24@gmail.com,Unknown,Bengaluru,Karnataka,Watch,Fashion,3.0,2599.0,0.0,Cod,Pending,,7797.0,0.0,7797.0,2025,3,March,29,Saturday,True,,True,Medium
ORD1133,2025-06-06,Vikas,vikas88@gmail.com,9376799977.0,Jaipur,Rajasthan,Watch,Fashion,3.0,1999.0,15.0,Cod,Cancelled,,5997.0,899.55,5097.45,2025,6,June,6,Friday,False,,True,Medium
ORD1134,2025-03-02,Vikas,vikas63@gmail.com,9988475551.0,Pune,Maharashtra,Laptop,Electronics,3.0,499.0,0.0,Wallet,Cancelled,,1497.0,0.0,1497.0,2025,3,March,2,Sunday,True,,False,Medium
ORD1136,2025-06-21,Rahul,rahul44@gmail.com,9843123958.0,Pune,Maharashtra,Mouse,Electronics,3.0,9999.0,10.0,Card,Delivered,,29997.0,2999.7,26997.3,2025,6,June,21,Saturday,True,,True,Medium
ORD1137,2025-05-08,Priya,priya19@gmail.com,9332427755.0,Delhi,Delhi,Mouse,Electronics,5.0,4999.0,10.0,Card,Pending,,24995.0,2499.5,22495.5,2025,5,May,8,Thursday,False,,True,High
ORD1138,2025-05-09,Rahul,rahul11@gmail.com,9944201387.0,Lucknow,Up,Shoes,Fashion,5.0,4999.0,5.0,Upi,Delivered,,24995.0,1249.75,23745.25,2025,5,May,9,Friday,False,,True,High
